id,name,point_of_contact,account_id,asset_id,package_id,sensor_id,contact_type,meta,created,updated,deleted,mmsi,heading,course_over_ground,rate_of_turn,speed_over_ground,vessel_id,tonnage,vessel_status
6c822958-e521-400c-8dc0-63ae5a08c601,993672060,0101000020E610000011E4A084998052C09EA87F2394434440,cfb6fd66-a222-4abf-b8e6-763d0e609632,7ba7e838-411e-4797-b0b9-32b4cc0e2768,4e22ee26-379c-4577-b142-c05dc5a2068a,cce9d554-1775-42f3-b697-5f5eb6946df2,AIS,"{""Mmsi"": ""993672060"", ""Raim"": ""RAIM not in use (default)"", ""AtonFlag"": ""Real AtoN at indicated position, default"", ""Latitude"": 40.52795833333333, ""ModeFlag"": ""Station operating in autonomous and continuous mode, default"", ""SenderId"": ""gss-desktop:1914"", ""Longitude"": -74.00937, ""AtonStatus"": 0, ""NavAidName"": ""14                  "", ""NavAidType"": ""Starboard hand Mark"", ""OnPosition"": false, ""MessageType"": 21, ""RepeatCount"": 1, ""TimeUnixSec"": 1690983000.400878, ""CountPublish"": 250982, ""DimensionInfo"": ""Overall dimensions"", ""DimensionToBowM"": 0, ""MsgUtcTimestamp"": 61, ""DimensionToPortM"": 0, ""DimensionToStbdM"": 0, ""IsDimensionValid"": false, ""PositionAccuracy"": ""Low (> 10m)"", ""DimensionToSternM"": 0, ""IsOnPositionValid"": false, ""ElectronicPosFixDeviceType"": ""surveyed""}",2023-08-02 13:30:00.0004+00,,,,0,0,0,0,c24b23e0-19ad-5f92-9649-dcb9f84c3c02,0,""
fe0d89d6-b576-4251-b445-e50a536b9699,990901713,0101000020E61000000000000000A066400000000000C05640,cfb6fd66-a222-4abf-b8e6-763d0e609632,7ba7e838-411e-4797-b0b9-32b4cc0e2768,4e22ee26-379c-4577-b142-c05dc5a2068a,cce9d554-1775-42f3-b697-5f5eb6946df2,AIS,"{""Mmsi"": ""990901713"", ""Raim"": ""RAIM not in use (default)"", ""AtonFlag"": ""Real AtoN at indicated position, default"", ""Latitude"": 91, ""ModeFlag"": ""Station operating in autonomous and continuous mode, default"", ""SenderId"": ""gss-desktop:1914"", ""Longitude"": 181, ""AtonStatus"": 0, ""NavAidName"": ""not available"", ""NavAidType"": ""Reference point"", ""OnPosition"": false, ""MessageType"": 21, ""RepeatCount"": 0, ""TimeUnixSec"": 1690983000.7686079, ""CountPublish"": 250983, ""DimensionInfo"": ""Overall dimensions"", ""DimensionToBowM"": 0, ""MsgUtcTimestamp"": 63, ""DimensionToPortM"": 0, ""DimensionToStbdM"": 0, ""IsDimensionValid"": false, ""PositionAccuracy"": ""Low (> 10m)"", ""DimensionToSternM"": 0, ""IsOnPositionValid"": false, ""ElectronicPosFixDeviceType"": ""global positioning system (GPS)""}",2023-08-02 13:30:00.000768+00,,,,0,0,0,0,b926022a-6563-5db3-9cb6-4554ed73bc8b,0,""
9b970abf-e981-4478-b776-88e645a34041,992351295,0101000020E6100000682AB158B09D52400AD7A3703D2A4440,51747fe5-b21e-455d-b52d-695576ccbac4,7deb59ac-a3ca-4835-8be5-169159905037,965823e8-965b-432f-bbb2-5dc065d1ac74,38e271ed-b1d4-4325-887a-490c6baeaa82,AIS,"{""Mmsi"": ""992351295"", ""Raim"": ""RAIM not in use (default)"", ""AtonFlag"": ""Real AtoN at indicated position, default"", ""Latitude"": 40.33, ""ModeFlag"": ""Station operating in autonomous and continuous mode, default"", ""SenderId"": ""gss-opt-hwil:31836"", ""Longitude"": 74.46388833333333, ""AtonStatus"": 32, ""NavAidName"": ""HWIL_OPT"", ""NavAidType"": ""Default"", ""OnPosition"": true, ""MessageType"": 21, ""RepeatCount"": 0, ""TimeUnixSec"": 1690983000.881573, ""CountPublish"": 150336, ""DimensionInfo"": ""Position report of AIS."", ""DimensionToBowM"": 2, ""MsgUtcTimestamp"": 0, ""DimensionToPortM"": 2, ""DimensionToStbdM"": 2, ""IsDimensionValid"": true, ""PositionAccuracy"": ""Low (> 10m)"", ""DimensionToSternM"": 2, ""IsOnPositionValid"": true, ""ElectronicPosFixDeviceType"": ""surveyed""}",2023-08-02 13:30:00.000881+00,,,,0,0,0,0,ac112a8a-b123-53ca-bed1-e1e4d414e99b,0,""
ff6280d7-d2a4-41af-9a00-640c58bfbfeb,990901713,0101000020E61000000000000000A066400000000000C05640,cfb6fd66-a222-4abf-b8e6-763d0e609632,7ba7e838-411e-4797-b0b9-32b4cc0e2768,4e22ee26-379c-4577-b142-c05dc5a2068a,cce9d554-1775-42f3-b697-5f5eb6946df2,AIS,"{""Mmsi"": ""990901713"", ""Raim"": ""RAIM not in use (default)"", ""AtonFlag"": ""Real AtoN at indicated position, default"", ""Latitude"": 91, ""ModeFlag"": ""Station operating in autonomous and continuous mode, default"", ""SenderId"": ""gss-desktop:1914"", ""Longitude"": 181, ""AtonStatus"": 0, ""NavAidName"": ""not available"", ""NavAidType"": ""Reference point"", ""OnPosition"": false, ""MessageType"": 21, ""RepeatCount"": 0, ""TimeUnixSec"": 1690983001.791357, ""CountPublish"": 250984, ""DimensionInfo"": ""Overall dimensions"", ""DimensionToBowM"": 0, ""MsgUtcTimestamp"": 63, ""DimensionToPortM"": 0, ""DimensionToStbdM"": 0, ""IsDimensionValid"": false, ""PositionAccuracy"": ""Low (> 10m)"", ""DimensionToSternM"": 0, ""IsOnPositionValid"": false, ""ElectronicPosFixDeviceType"": ""global positioning system (GPS)""}",2023-08-02 13:30:01.000791+00,,,,0,0,0,0,b926022a-6563-5db3-9cb6-4554ed73bc8b,0,""
c8d703d9-b1c3-4f34-8abf-c80da59bdfcb,003669102,0101000020E61000000A9DD7D8258252C086200725CC0E4440,cfb6fd66-a222-4abf-b8e6-763d0e609632,7ba7e838-411e-4797-b0b9-32b4cc0e2768,4e22ee26-379c-4577-b142-c05dc5a2068a,cce9d554-1775-42f3-b697-5f5eb6946df2,AIS,"{""Mmsi"": ""003669102"", ""Raim"": ""RAIM in use"", ""UTCDate"": ""8/2/2023"", ""UTCTime"": ""13:30:1"", ""Latitude"": 40.115605, ""SenderId"": ""gss-desktop:1914"", ""Longitude"": -74.03356, ""MessageType"": 4, ""RepeatCount"": 0, ""TimeUnixSec"": 1690983001.8391879, ""CountPublish"": 25516, ""SOTDMAStatus"": ""98371"", ""PositionAccuracy"": ""High (<= 10m)"", ""IsAISTimeUnixSecValid"": true, ""ElectronicPositionFixingDevice"": ""internal GNSS""}",2023-08-02 13:30:01.000839+00,,,,0,0,0,0,89e2efae-6498-5060-87d0-4004d33574ae,0,""
9f92e8c6-4303-4eae-a5c4-946c0c442097,992351295,0101000020E6100000682AB158B09D52400AD7A3703D2A4440,51747fe5-b21e-455d-b52d-695576ccbac4,7deb59ac-a3ca-4835-8be5-169159905037,965823e8-965b-432f-bbb2-5dc065d1ac74,38e271ed-b1d4-4325-887a-490c6baeaa82,AIS,"{""Mmsi"": ""992351295"", ""Raim"": ""RAIM not in use (default)"", ""AtonFlag"": ""Real AtoN at indicated position, default"", ""Latitude"": 40.33, ""ModeFlag"": ""Station operating in autonomous and continuous mode, default"", ""SenderId"": ""gss-opt-hwil:31836"", ""Longitude"": 74.46388833333333, ""AtonStatus"": 32, ""NavAidName"": ""HWIL_OPT"", ""NavAidType"": ""Default"", ""OnPosition"": true, ""MessageType"": 21, ""RepeatCount"": 0, ""TimeUnixSec"": 1690983001.888404, ""CountPublish"": 150337, ""DimensionInfo"": ""Position report of AIS."", ""DimensionToBowM"": 2, ""MsgUtcTimestamp"": 1, ""DimensionToPortM"": 2, ""DimensionToStbdM"": 2, ""IsDimensionValid"": true, ""PositionAccuracy"": ""Low (> 10m)"", ""DimensionToSternM"": 2, ""IsOnPositionValid"": true, ""ElectronicPosFixDeviceType"": ""surveyed""}",2023-08-02 13:30:01.000888+00,,,,0,0,0,0,ac112a8a-b123-53ca-bed1-e1e4d414e99b,0,""
743fef0f-5268-476b-98ea-f78fdaaf311f,990601625,0101000020E6100000318CCE0CF56A58C01BB3FF14A1573E40,7f5e4cea-d006-45a7-9341-3cc1805607a8,931ba594-8ded-4b24-bb91-8ee8f3662670,1435355f-e662-40bb-9772-a1ca93c0a2fb,47f448d9-0980-4581-b04c-593d02a00b72,AIS,"{""Mmsi"": ""990601625"", ""Raim"": ""RAIM in use"", ""AtonFlag"": ""Real AtoN at indicated position, default"", ""Latitude"": 30.342301666666668, ""ModeFlag"": ""Station operating in autonomous and continuous mode, default"", ""SenderId"": ""gss:19902"", ""Longitude"": -97.67120666666666, ""AtonStatus"": 0, ""NavAidName"": ""not available"", ""NavAidType"": ""Default"", ""OnPosition"": true, ""MessageType"": 21, ""RepeatCount"": 0, ""TimeUnixSec"": 1690983002.7825, ""CountPublish"": 8526, ""DimensionInfo"": ""Position report of AIS."", ""DimensionToBowM"": 1, ""MsgUtcTimestamp"": 2, ""DimensionToPortM"": 1, ""DimensionToStbdM"": 1, ""IsDimensionValid"": true, ""PositionAccuracy"": ""High (<= 10m)"", ""DimensionToSternM"": 1, ""IsOnPositionValid"": true, ""ElectronicPosFixDeviceType"": ""undefined (default)""}",2023-08-02 13:30:02.000782+00,,,,0,0,0,0,eb84e873-af7d-585f-be07-d66b29eb2a68,0,""
ff1dfdfb-73a3-4f30-b6a7-55b59b072a70,990901713,0101000020E61000000000000000A066400000000000C05640,cfb6fd66-a222-4abf-b8e6-763d0e609632,7ba7e838-411e-4797-b0b9-32b4cc0e2768,4e22ee26-379c-4577-b142-c05dc5a2068a,cce9d554-1775-42f3-b697-5f5eb6946df2,AIS,"{""Mmsi"": ""990901713"", ""Raim"": ""RAIM not in use (default)"", ""AtonFlag"": ""Real AtoN at indicated position, default"", ""Latitude"": 91, ""ModeFlag"": ""Station operating in autonomous and continuous mode, default"", ""SenderId"": ""gss-desktop:1914"", ""Longitude"": 181, ""AtonStatus"": 0, ""NavAidName"": ""not available"", ""NavAidType"": ""Reference point"", ""OnPosition"": false, ""MessageType"": 21, ""RepeatCount"": 0, ""TimeUnixSec"": 1690983002.7981, ""CountPublish"": 250985, ""DimensionInfo"": ""Overall dimensions"", ""DimensionToBowM"": 0, ""MsgUtcTimestamp"": 63, ""DimensionToPortM"": 0, ""DimensionToStbdM"": 0, ""IsDimensionValid"": false, ""PositionAccuracy"": ""Low (> 10m)"", ""DimensionToSternM"": 0, ""IsOnPositionValid"": false, ""ElectronicPosFixDeviceType"": ""global positioning system (GPS)""}",2023-08-02 13:30:02.000798+00,,,,0,0,0,0,b926022a-6563-5db3-9cb6-4554ed73bc8b,0,""
ebd81388-10fb-40bd-9981-42799d88bd11,992351295,0101000020E6100000682AB158B09D52400AD7A3703D2A4440,51747fe5-b21e-455d-b52d-695576ccbac4,7deb59ac-a3ca-4835-8be5-169159905037,965823e8-965b-432f-bbb2-5dc065d1ac74,38e271ed-b1d4-4325-887a-490c6baeaa82,AIS,"{""Mmsi"": ""992351295"", ""Raim"": ""RAIM not in use (default)"", ""AtonFlag"": ""Real AtoN at indicated position, default"", ""Latitude"": 40.33, ""ModeFlag"": ""Station operating in autonomous and continuous mode, default"", ""SenderId"": ""gss-opt-hwil:31836"", ""Longitude"": 74.46388833333333, ""AtonStatus"": 32, ""NavAidName"": ""HWIL_OPT"", ""NavAidType"": ""Default"", ""OnPosition"": true, ""MessageType"": 21, ""RepeatCount"": 0, ""TimeUnixSec"": 1690983002.911363, ""CountPublish"": 150338, ""DimensionInfo"": ""Position report of AIS."", ""DimensionToBowM"": 2, ""MsgUtcTimestamp"": 2, ""DimensionToPortM"": 2, ""DimensionToStbdM"": 2, ""IsDimensionValid"": true, ""PositionAccuracy"": ""Low (> 10m)"", ""DimensionToSternM"": 2, ""IsOnPositionValid"": true, ""ElectronicPosFixDeviceType"": ""surveyed""}",2023-08-02 13:30:02.000911+00,,,,0,0,0,0,ac112a8a-b123-53ca-bed1-e1e4d414e99b,0,""
4a552c6c-4c9d-40d1-9e6a-612bac7c70da,990901713,0101000020E61000000000000000A066400000000000C05640,cfb6fd66-a222-4abf-b8e6-763d0e609632,7ba7e838-411e-4797-b0b9-32b4cc0e2768,4e22ee26-379c-4577-b142-c05dc5a2068a,cce9d554-1775-42f3-b697-5f5eb6946df2,AIS,"{""Mmsi"": ""990901713"", ""Raim"": ""RAIM not in use (default)"", ""AtonFlag"": ""Real AtoN at indicated position, default"", ""Latitude"": 91, ""ModeFlag"": ""Station operating in autonomous and continuous mode, default"", ""SenderId"": ""gss-desktop:1914"", ""Longitude"": 181, ""AtonStatus"": 0, ""NavAidName"": ""not available"", ""NavAidType"": ""Reference point"", ""OnPosition"": false, ""MessageType"": 21, ""RepeatCount"": 0, ""TimeUnixSec"": 1690983003.804751, ""CountPublish"": 250986, ""DimensionInfo"": ""Overall dimensions"", ""DimensionToBowM"": 0, ""MsgUtcTimestamp"": 63, ""DimensionToPortM"": 0, ""DimensionToStbdM"": 0, ""IsDimensionValid"": false, ""PositionAccuracy"": ""Low (> 10m)"", ""DimensionToSternM"": 0, ""IsOnPositionValid"": false, ""ElectronicPosFixDeviceType"": ""global positioning system (GPS)""}",2023-08-02 13:30:03.000804+00,,,,0,0,0,0,b926022a-6563-5db3-9cb6-4554ed73bc8b,0,""
